,customer_id,suburb_state
248,CUST00000248,MAROOCHYDORE_QLD
249,CUST00000249,RANDWICK_NSW
250,CUST00000250,NOBLE PARK_VIC
251,CUST00000251,SOUTH YARRA_VIC
252,CUST00000252,TORQUAY_VIC
254,CUST00000254,POTTS POINT_NSW
256,CUST00000256,WARRNAMBOOL_VIC
257,CUST00000257,WARRNAMBOOL_VIC
258,CUST00000258,CANNING VALE_WA
260,CUST00000260,MELBOURNE_VIC
261,CUST00000261,SUTHERLAND_NSW
263,CUST00000263,TARNEIT_VIC
264,CUST00000264,ERSKINEVILLE_NSW
265,CUST00000265,FOOTSCRAY_VIC
266,CUST00000266,MELBOURNE_VIC
267,CUST00000267,POTTS POINT_NSW
271,CUST00000271,YARRAVILLE_VIC
273,CUST00000273,CHATSWOOD_NSW
274,CUST00000274,SURFERS PARADISE_QLD
275,CUST00000275,ASHFIELD_NSW
276,CUST00000276,ST KILDA_VIC
277,CUST00000277,CAMPSIE_NSW
278,CUST00000278,BERWICK_VIC
279,CUST00000279,MURRAY BRIDGE_SA
280,CUST00000280,HAWTHORN_VIC
281,CUST00000281,NORTHCOTE_VIC
282,CUST00000282,PORT MACQUARIE_NSW
283,CUST00000283,MASCOT_NSW
284,CUST00000284,BUDERIM_QLD
285,CUST00000285,GLENROY_VIC
286,CUST00000286,ORANGE_NSW
287,CUST00000287,COORPAROO_QLD
288,CUST00000288,FRANKSTON_VIC
289,CUST00000289,ERSKINEVILLE_NSW
291,CUST00000291,PALM BEACH_QLD
292,CUST00000292,YARRAVILLE_VIC
293,CUST00000293,BERWICK_VIC
296,CUST00000296,SOUTHBANK_VIC
297,CUST00000297,MORAYFIELD_QLD
298,CUST00000298,MANLY_NSW
299,CUST00000299,PRESTON_VIC
300,CUST00000300,SOUTHBANK_VIC
301,CUST00000301,NARRE WARREN_VIC
302,CUST00000302,PARRAMATTA_NSW
305,CUST00000305,BONDI_NSW
306,CUST00000306,ERSKINEVILLE_NSW
307,CUST00000307,DANDENONG_VIC
309,CUST00000309,SOUTHBANK_VIC
310,CUST00000310,KEW_VIC
311,CUST00000311,GUILDFORD_NSW
312,CUST00000312,COORPAROO_QLD
313,CUST00000313,WENTWORTH POINT_NSW
314,CUST00000314,BRUNSWICK_VIC
315,CUST00000315,SYDNEY_NSW
316,CUST00000316,DANDENONG_VIC
319,CUST00000319,PALM BEACH_QLD
320,CUST00000320,BUNDOORA_VIC
321,CUST00000321,CRONULLA_NSW
322,CUST00000322,RICHMOND_VIC
323,CUST00000323,BRUNSWICK EAST_VIC
325,CUST00000325,CANNING VALE_WA
327,CUST00000327,RESERVOIR_VIC
328,CUST00000328,SUNBURY_VIC
329,CUST00000329,HOPPERS CROSSING_VIC
331,CUST00000331,OCEAN GROVE_VIC
332,CUST00000332,MORLEY_WA
333,CUST00000333,MELBOURNE_VIC
334,CUST00000334,PALM BEACH_QLD
335,CUST00000335,MAYLANDS_WA
336,CUST00000336,THORNBURY_VIC
339,CUST00000339,WATERLOO_NSW
340,CUST00000340,WINDSOR_VIC
341,CUST00000341,RANDWICK_NSW
342,CUST00000342,RANDWICK_NSW
343,CUST00000343,PAKENHAM_VIC
344,CUST00000344,NARRE WARREN_VIC
345,CUST00000345,RESERVOIR_VIC
346,CUST00000346,FRANKSTON_VIC
347,CUST00000347,BRUNSWICK EAST_VIC
348,CUST00000348,BAULKHAM HILLS_NSW
350,CUST00000350,TORQUAY_VIC
351,CUST00000351,SUNBURY_VIC
352,CUST00000352,RICHMOND_VIC
354,CUST00000354,HURSTVILLE_NSW
355,CUST00000355,SHEPPARTON_VIC
357,CUST00000357,GLEN IRIS_VIC
358,CUST00000358,TORQUAY_VIC
359,CUST00000359,REDFERN_NSW
361,CUST00000361,WOLLONGONG_NSW
362,CUST00000362,CRAIGIEBURN_VIC
363,CUST00000363,BUDERIM_QLD
364,CUST00000364,CAMPSIE_NSW
365,CUST00000365,MILL PARK_VIC
366,CUST00000366,BANKSTOWN_NSW
367,CUST00000367,PORT MELBOURNE_VIC
368,CUST00000368,PIMPAMA_QLD
369,CUST00000369,CARRUM DOWNS_VIC
370,CUST00000370,ORANGE_NSW
371,CUST00000371,RICHMOND_VIC
373,CUST00000373,SOUTHBANK_VIC
374,CUST00000374,NUNDAH_QLD
375,CUST00000375,ROCKINGHAM_WA
376,CUST00000376,RICHMOND_VIC
377,CUST00000377,CAMPSIE_NSW
378,CUST00000378,NORTH LAKES_QLD
379,CUST00000379,NORTH LAKES_QLD
380,CUST00000380,FRANKSTON_VIC
382,CUST00000382,PORT MELBOURNE_VIC
383,CUST00000383,DECEPTION BAY_QLD
384,CUST00000384,ST KILDA_VIC
385,CUST00000385,BERWICK_VIC
386,CUST00000386,SOUTH YARRA_VIC
387,CUST00000387,MARRICKVILLE_NSW
388,CUST00000388,RICHMOND_VIC
389,CUST00000389,COFFS HARBOUR_NSW
392,CUST00000392,NORTH MELBOURNE_VIC
393,CUST00000393,WOLLONGONG_NSW
395,CUST00000395,WARRNAMBOOL_VIC
396,CUST00000396,MARRICKVILLE_NSW
397,CUST00000397,SOUTH MORANG_VIC
398,CUST00000398,BALDIVIS_WA
399,CUST00000399,WERRIBEE_VIC
400,CUST00000400,PARRAMATTA_NSW
401,CUST00000401,PARRAMATTA_NSW
404,CUST00000404,SURRY HILLS_NSW
405,CUST00000405,PRAHRAN_VIC
407,CUST00000407,CABOOLTURE_QLD
408,CUST00000408,MARRICKVILLE_NSW
409,CUST00000409,MASCOT_NSW
410,CUST00000410,COOMERA_QLD
411,CUST00000411,CAMPBELLTOWN_NSW
412,CUST00000412,BRUNSWICK WEST_VIC
413,CUST00000413,COBURG_VIC
414,CUST00000414,SEAFORD_VIC
415,CUST00000415,COLLINGWOOD_VIC
416,CUST00000416,THORNBURY_VIC
417,CUST00000417,SCARBOROUGH_WA
418,CUST00000418,PARRAMATTA_NSW
419,CUST00000419,REDBANK PLAINS_QLD
420,CUST00000420,MORWELL_VIC
421,CUST00000421,CHATSWOOD_NSW
422,CUST00000422,CANNING VALE_WA
423,CUST00000423,GLENROY_VIC
424,CUST00000424,SYDNEY_NSW
426,CUST00000426,PENRITH_NSW
429,CUST00000429,ADELAIDE_SA
431,CUST00000431,TORQUAY_VIC
432,CUST00000432,PARRAMATTA_NSW
433,CUST00000433,WERRIBEE_VIC
434,CUST00000434,NORTH MELBOURNE_VIC
435,CUST00000435,GLENROY_VIC
436,CUST00000436,STRATHFIELD_NSW
437,CUST00000437,ARMIDALE_NSW
439,CUST00000439,WARRNAMBOOL_VIC
440,CUST00000440,REDBANK PLAINS_QLD
442,CUST00000442,SUTHERLAND_NSW
444,CUST00000444,CARNEGIE_VIC
445,CUST00000445,MORPHETT VALE_SA
446,CUST00000446,CRAIGIEBURN_VIC
447,CUST00000447,BURPENGARY_QLD
448,CUST00000448,BALDIVIS_WA
449,CUST00000449,PALM BEACH_QLD
450,CUST00000450,CARRUM DOWNS_VIC
451,CUST00000451,COOMERA_QLD
452,CUST00000452,CHELTENHAM_VIC
454,CUST00000454,SOUTH YARRA_VIC
455,CUST00000455,HOPPERS CROSSING_VIC
456,CUST00000456,RICHMOND_VIC
457,CUST00000457,FOOTSCRAY_VIC
459,CUST00000459,SUNBURY_VIC
460,CUST00000460,COFFS HARBOUR_NSW
462,CUST00000462,SOUTH YARRA_VIC
464,CUST00000464,ST KILDA_VIC
465,CUST00000465,MARRICKVILLE_NSW
466,CUST00000466,DUBBO_NSW
467,CUST00000467,COFFS HARBOUR_NSW
471,CUST00000471,HURSTVILLE_NSW
472,CUST00000472,COBURG_VIC
473,CUST00000473,ESSENDON_VIC
474,CUST00000474,SUNBURY_VIC
475,CUST00000475,RINGWOOD_VIC
476,CUST00000476,BRUNSWICK WEST_VIC
477,CUST00000477,CASTLE HILL_NSW
478,CUST00000478,HOPPERS CROSSING_VIC
479,CUST00000479,LANGWARRIN_VIC
481,CUST00000481,WEST MELBOURNE_VIC
482,CUST00000482,DEE WHY_NSW
483,CUST00000483,COBURG_VIC
488,CUST00000488,MELBOURNE_VIC
489,CUST00000489,FITZROY_VIC
490,CUST00000490,REDFERN_NSW
491,CUST00000491,SURFERS PARADISE_QLD
492,CUST00000492,RIVERVALE_WA
493,CUST00000493,TRUGANINA_VIC
494,CUST00000494,PARRAMATTA_NSW
495,CUST00000495,CARNEGIE_VIC
496,CUST00000496,ELWOOD_VIC
499,CUST00000499,FERNTREE GULLY_VIC
501,CUST00000501,FRANKSTON_VIC
504,CUST00000504,BORONIA_VIC
507,CUST00000507,COOGEE_NSW
508,CUST00000508,MORAYFIELD_QLD
509,CUST00000509,NORTH MELBOURNE_VIC
510,CUST00000510,HOMEBUSH_NSW
511,CUST00000511,LAVINGTON_NSW
512,CUST00000512,CRAIGIEBURN_VIC
513,CUST00000513,SOUTHBANK_VIC
515,CUST00000515,FITZROY_VIC
517,CUST00000517,COLLINGWOOD_VIC
518,CUST00000518,GRIFFIN_QLD
519,CUST00000519,COOMERA_QLD
520,CUST00000520,BLACKTOWN_NSW
521,CUST00000521,FOOTSCRAY_VIC
522,CUST00000522,FITZROY_VIC
523,CUST00000523,PARRAMATTA_NSW
524,CUST00000524,REDBANK PLAINS_QLD
525,CUST00000525,WOLLONGONG_NSW
526,CUST00000526,MAYLANDS_WA
529,CUST00000529,BUDERIM_QLD
530,CUST00000530,GLEN IRIS_VIC
531,CUST00000531,CASTLE HILL_NSW
532,CUST00000532,NOBLE PARK_VIC
533,CUST00000533,AUBURN_NSW
534,CUST00000534,OCEAN GROVE_VIC
535,CUST00000535,GOSNELLS_WA
536,CUST00000536,SOUTH YARRA_VIC
537,CUST00000537,GLENORCHY_TAS
538,CUST00000538,CRANBOURNE WEST_VIC
539,CUST00000539,PASCOE VALE_VIC
540,CUST00000540,DANDENONG_VIC
541,CUST00000541,GLEBE_NSW
542,CUST00000542,ELWOOD_VIC
543,CUST00000543,KALLANGUR_QLD
545,CUST00000545,SOUTH YARRA_VIC
546,CUST00000546,KEW_VIC
547,CUST00000547,DOCKLANDS_VIC
549,CUST00000549,BLACKTOWN_NSW
550,CUST00000550,OCEAN GROVE_VIC
551,CUST00000551,COBURG_VIC
552,CUST00000552,FRANKSTON_VIC
553,CUST00000553,TARNEIT_VIC
554,CUST00000554,TRUGANINA_VIC
555,CUST00000555,BONDI_NSW
556,CUST00000556,COBURG_VIC
557,CUST00000557,SOUTH MORANG_VIC
558,CUST00000558,BANKSTOWN_NSW
559,CUST00000559,ST KILDA_VIC
560,CUST00000560,RYDE_NSW
561,CUST00000561,BALDIVIS_WA
562,CUST00000562,CRONULLA_NSW
563,CUST00000563,REDBANK PLAINS_QLD
564,CUST00000564,WENTWORTH POINT_NSW
566,CUST00000566,DONCASTER_VIC
567,CUST00000567,ORANGE_NSW
568,CUST00000568,CHERMSIDE_QLD
569,CUST00000569,ST ALBANS_VIC
570,CUST00000570,DUBBO_NSW
571,CUST00000571,LABRADOR_QLD
572,CUST00000572,CARRUM DOWNS_VIC
573,CUST00000573,MACQUARIE PARK_NSW
574,CUST00000574,BRUNSWICK WEST_VIC
576,CUST00000576,GUILDFORD_NSW
577,CUST00000577,DONCASTER_VIC
579,CUST00000579,KEW_VIC
580,CUST00000580,EAST PERTH_WA
581,CUST00000581,ST KILDA_VIC
582,CUST00000582,SUNBURY_VIC
583,CUST00000583,WARRNAMBOOL_VIC
585,CUST00000585,CARLTON_VIC
586,CUST00000586,BURPENGARY_QLD
587,CUST00000587,COOMERA_QLD
588,CUST00000588,GLENORCHY_TAS
589,CUST00000589,MORWELL_VIC
590,CUST00000590,SOUTHBANK_VIC
591,CUST00000591,MELBOURNE_VIC
592,CUST00000592,TARNEIT_VIC
594,CUST00000594,SOUTH YARRA_VIC
596,CUST00000596,SYDNEY_NSW
597,CUST00000597,HORNSBY_NSW
598,CUST00000598,BORONIA_VIC
599,CUST00000599,CABOOLTURE_QLD
600,CUST00000600,ASHFIELD_NSW
602,CUST00000602,LAVINGTON_NSW
603,CUST00000603,CRONULLA_NSW
604,CUST00000604,SUTHERLAND_NSW
606,CUST00000606,ST KILDA EAST_VIC
609,CUST00000609,OCEAN GROVE_VIC
610,CUST00000610,MELBOURNE_VIC
612,CUST00000612,BORONIA_VIC
613,CUST00000613,SUNBURY_VIC
614,CUST00000614,EPPING_NSW
615,CUST00000615,MILDURA_VIC
616,CUST00000616,DOREEN_VIC
617,CUST00000617,GOSNELLS_WA
618,CUST00000618,PORT MELBOURNE_VIC
619,CUST00000619,SYDNEY_NSW
621,CUST00000621,FORTITUDE VALLEY_QLD
623,CUST00000623,MAYLANDS_WA
624,CUST00000624,EPPING_VIC
625,CUST00000625,SOUTH YARRA_VIC
626,CUST00000626,EPPING_VIC
627,CUST00000627,MARRICKVILLE_NSW
628,CUST00000628,NORTHCOTE_VIC
629,CUST00000629,CLAYTON_VIC
631,CUST00000631,CAMPBELLTOWN_NSW
632,CUST00000632,CARRUM DOWNS_VIC
633,CUST00000633,MANLY_NSW
634,CUST00000634,NOBLE PARK_VIC
635,CUST00000635,SUNBURY_VIC
637,CUST00000637,TORQUAY_VIC
638,CUST00000638,UPPER COOMERA_QLD
639,CUST00000639,BRUNSWICK_VIC
640,CUST00000640,SURFERS PARADISE_QLD
641,CUST00000641,SCARBOROUGH_WA
642,CUST00000642,BLACKTOWN_NSW
643,CUST00000643,MELBOURNE_VIC
644,CUST00000644,POINT COOK_VIC
645,CUST00000645,NARRE WARREN_VIC
646,CUST00000646,SEAFORD_VIC
647,CUST00000647,WERRIBEE_VIC
648,CUST00000648,PARRAMATTA_NSW
649,CUST00000649,MORAYFIELD_QLD
650,CUST00000650,SOUTHBANK_VIC
651,CUST00000651,CLAYTON_VIC
652,CUST00000652,SOUTH YARRA_VIC
653,CUST00000653,SOUTH YARRA_VIC
654,CUST00000654,TARNEIT_VIC
657,CUST00000657,EAST PERTH_WA
659,CUST00000659,PARRAMATTA_NSW
661,CUST00000661,HOPPERS CROSSING_VIC
662,CUST00000662,COBURG_VIC
663,CUST00000663,CAMPSIE_NSW
664,CUST00000664,BERWICK_VIC
665,CUST00000665,WOLLONGONG_NSW
666,CUST00000666,BRUNSWICK_VIC
667,CUST00000667,FOOTSCRAY_VIC
668,CUST00000668,STRATHFIELD_NSW
669,CUST00000669,SYDNEY_NSW
670,CUST00000670,BALDIVIS_WA
671,CUST00000671,PRESTON_VIC
672,CUST00000672,ST KILDA_VIC
673,CUST00000673,FOOTSCRAY_VIC
674,CUST00000674,PENRITH_NSW
675,CUST00000675,MILDURA_VIC
677,CUST00000677,MELBOURNE_VIC
680,CUST00000680,PAKENHAM_VIC
682,CUST00000682,SOUTH YARRA_VIC
683,CUST00000683,MAROUBRA_NSW
684,CUST00000684,COOMERA_QLD
685,CUST00000685,MORAYFIELD_QLD
687,CUST00000687,GLEN WAVERLEY_VIC
688,CUST00000688,COOGEE_NSW
689,CUST00000689,OCEAN GROVE_VIC
690,CUST00000690,REDBANK PLAINS_QLD
691,CUST00000691,NORTHCOTE_VIC
692,CUST00000692,EAST PERTH_WA
693,CUST00000693,MOSMAN_NSW
694,CUST00000694,FOOTSCRAY_VIC
695,CUST00000695,PORT MACQUARIE_NSW
697,CUST00000697,WARRNAMBOOL_VIC
698,CUST00000698,SHEPPARTON_VIC
701,CUST00000701,RICHMOND_VIC
702,CUST00000702,CARNEGIE_VIC
704,CUST00000704,ESSENDON_VIC
705,CUST00000705,ABBOTSFORD_VIC
706,CUST00000706,MORAYFIELD_QLD
707,CUST00000707,BERWICK_VIC
708,CUST00000708,GLEN WAVERLEY_VIC
709,CUST00000709,NEWTOWN_NSW
710,CUST00000710,SOUTHPORT_QLD
711,CUST00000711,ROCKINGHAM_WA
712,CUST00000712,SOUTHPORT_QLD
713,CUST00000713,TARNEIT_VIC
716,CUST00000716,COOGEE_NSW
717,CUST00000717,TRUGANINA_VIC
718,CUST00000718,BUDERIM_QLD
719,CUST00000719,ORANGE_NSW
720,CUST00000720,MELBOURNE_VIC
721,CUST00000721,WATERLOO_NSW
722,CUST00000722,SHEPPARTON_VIC
723,CUST00000723,VICTORIA PARK_WA
724,CUST00000724,TARNEIT_VIC
725,CUST00000725,MALVERN EAST_VIC
727,CUST00000727,EAST PERTH_WA
728,CUST00000728,MOSMAN_NSW
729,CUST00000729,MELBOURNE_VIC
730,CUST00000730,ROBINA_QLD
731,CUST00000731,SOUTH PERTH_WA
732,CUST00000732,COOGEE_NSW
734,CUST00000734,FOOTSCRAY_VIC
735,CUST00000735,WERRIBEE_VIC
736,CUST00000736,MORAYFIELD_QLD
738,CUST00000738,COOMERA_QLD
739,CUST00000739,CARLTON_VIC
740,CUST00000740,BRUNSWICK_VIC
742,CUST00000742,WOLLI CREEK_NSW
743,CUST00000743,WEST MELBOURNE_VIC
745,CUST00000745,LAVINGTON_NSW
746,CUST00000746,CABOOLTURE_QLD
748,CUST00000748,CRAIGIEBURN_VIC
749,CUST00000749,WOLLONGONG_NSW
750,CUST00000750,TORQUAY_VIC
751,CUST00000751,PERTH_WA
752,CUST00000752,WOLLI CREEK_NSW
753,CUST00000753,ST KILDA EAST_VIC
754,CUST00000754,DARLINGHURST_NSW
755,CUST00000755,MORPHETT VALE_SA
756,CUST00000756,MERNDA_VIC
757,CUST00000757,HOMEBUSH_NSW
758,CUST00000758,BORONIA_VIC
759,CUST00000759,PARRAMATTA_NSW
760,CUST00000760,RANDWICK_NSW
762,CUST00000762,GRIFFIN_QLD
763,CUST00000763,BRUNSWICK EAST_VIC
764,CUST00000764,WOLLI CREEK_NSW
765,CUST00000765,PIMPAMA_QLD
766,CUST00000766,NARRE WARREN_VIC
767,CUST00000767,CRANBOURNE WEST_VIC
768,CUST00000768,MILDURA_VIC
769,CUST00000769,CHELTENHAM_VIC
770,CUST00000770,GRIFFIN_QLD
771,CUST00000771,AUBURN_NSW
772,CUST00000772,WOLLONGONG_NSW
773,CUST00000773,OCEAN GROVE_VIC
775,CUST00000775,FERNTREE GULLY_VIC
776,CUST00000776,NUNDAH_QLD
777,CUST00000777,UPPER COOMERA_QLD
778,CUST00000778,WOLLONGONG_NSW
779,CUST00000779,TRUGANINA_VIC
780,CUST00000780,BERWICK_VIC
781,CUST00000781,SOUTH MELBOURNE_VIC
783,CUST00000783,MORPHETT VALE_SA
784,CUST00000784,FITZROY NORTH_VIC
785,CUST00000785,FITZROY_VIC
786,CUST00000786,SEAFORD_VIC
788,CUST00000788,SOUTHBANK_VIC
789,CUST00000789,MORLEY_WA
790,CUST00000790,NERANG_QLD
791,CUST00000791,ST KILDA_VIC
792,CUST00000792,SOUTH YARRA_VIC
793,CUST00000793,RANDWICK_NSW
794,CUST00000794,ORANGE_NSW
796,CUST00000796,COOMERA_QLD
798,CUST00000798,SCARBOROUGH_WA
799,CUST00000799,THORNBURY_VIC
800,CUST00000800,RICHMOND_VIC
801,CUST00000801,WERRIBEE_VIC
802,CUST00000802,STRATHFIELD_NSW
803,CUST00000803,SUTHERLAND_NSW
804,CUST00000804,CROYDON_VIC
807,CUST00000807,WESTMEAD_NSW
808,CUST00000808,FITZROY NORTH_VIC
810,CUST00000810,WESTMEAD_NSW
811,CUST00000811,MELBOURNE_VIC
812,CUST00000812,PORT MACQUARIE_NSW
813,CUST00000813,THORNBURY_VIC
814,CUST00000814,WOLLONGONG_NSW
815,CUST00000815,SURFERS PARADISE_QLD
816,CUST00000816,WYNDHAM VALE_VIC
